,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,time_duration,duration_in_minutes,trip_hour,trip_day,trip_day_num
4925,2019-03-29 22:48:26,2019-03-29 23:00:00,1,4.9,16.0,0.0,0.0,17.3,yellow,credit card,JFK Airport,Baisley Park,Queens,Queens,0 days 00:11:34,11.566666666666666,22,Friday,5
4926,2019-03-02 19:09:35,2019-03-02 19:26:31,3,3.77,14.5,3.56,0.0,21.36,yellow,credit card,Midtown South,Yorkville West,Manhattan,Manhattan,0 days 00:16:56,16.933333333333334,19,Saturday,6
4927,2019-03-27 21:56:01,2019-03-27 22:05:25,1,1.99,8.5,0.0,0.0,12.3,yellow,cash,Greenwich Village North,Murray Hill,Manhattan,Manhattan,0 days 00:09:24,9.4,21,Wednesday,3
4928,2019-03-25 10:36:40,2019-03-25 10:47:26,1,0.96,8.0,0.0,0.0,11.3,yellow,cash,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan,0 days 00:10:46,10.766666666666667,10,Monday,1
4929,2019-03-24 14:18:04,2019-03-24 14:34:33,1,1.86,11.5,0.0,0.0,14.8,yellow,cash,SoHo,Gramercy,Manhattan,Manhattan,0 days 00:16:29,16.483333333333334,14,Sunday,0
4930,2019-03-30 10:34:13,2019-03-30 10:41:54,1,1.86,8.5,2.95,0.0,14.75,yellow,credit card,Murray Hill,Upper East Side South,Manhattan,Manhattan,0 days 00:07:41,7.683333333333334,10,Saturday,6
4931,2019-03-11 11:31:39,2019-03-11 11:40:10,1,1.0,7.0,2.05,0.0,12.35,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan,0 days 00:08:31,8.516666666666667,11,Monday,1
4932,2019-03-30 17:41:36,2019-03-30 18:10:13,1,5.31,22.0,5.06,0.0,30.36,yellow,credit card,Upper East Side North,Penn Station/Madison Sq West,Manhattan,Manhattan,0 days 00:28:37,28.616666666666667,17,Saturday,6
4933,2019-03-01 09:32:49,2019-03-01 09:37:03,1,0.5,4.5,0.0,0.0,7.8,yellow,cash,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:04:14,4.233333333333333,9,Friday,5
4934,2019-03-26 08:56:03,2019-03-26 09:23:25,1,3.4,18.0,5.45,0.0,27.25,yellow,credit card,Times Sq/Theatre District,TriBeCa/Civic Center,Manhattan,Manhattan,0 days 00:27:22,27.366666666666667,8,Tuesday,2
4935,2019-03-11 22:53:05,2019-03-11 23:05:22,1,1.99,10.0,2.76,0.0,16.56,yellow,credit card,Union Sq,Two Bridges/Seward Park,Manhattan,Manhattan,0 days 00:12:17,12.283333333333333,22,Monday,1
4936,2019-03-06 17:15:14,2019-03-06 17:19:16,3,0.7,5.0,0.0,0.0,9.3,yellow,cash,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan,0 days 00:04:02,4.033333333333333,17,Wednesday,3
4937,2019-03-02 19:50:23,2019-03-02 20:04:19,2,1.6,10.0,2.75,0.0,16.55,yellow,credit card,TriBeCa/Civic Center,East Village,Manhattan,Manhattan,0 days 00:13:56,13.933333333333334,19,Saturday,6
4938,2019-03-10 23:48:50,2019-03-11 00:10:00,1,9.5,28.5,7.61,5.76,45.67,yellow,credit card,LaGuardia Airport,Sutton Place/Turtle Bay North,Queens,Manhattan,0 days 00:21:10,21.166666666666668,23,Sunday,0
4939,2019-03-14 06:10:54,2019-03-14 07:09:08,1,18.06,52.0,5.0,0.0,60.3,yellow,credit card,JFK Airport,Upper East Side South,Queens,Manhattan,0 days 00:58:14,58.233333333333334,6,Thursday,4
4940,2019-03-03 21:04:30,2019-03-03 21:24:07,1,7.0,22.5,5.25,0.0,31.55,yellow,credit card,Sutton Place/Turtle Bay North,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn,0 days 00:19:37,19.616666666666667,21,Sunday,0
4942,2019-03-19 21:28:15,2019-03-19 21:58:05,1,9.7,31.0,7.0,0.0,41.8,yellow,credit card,Times Sq/Theatre District,Crotona Park East,Manhattan,Bronx,0 days 00:29:50,29.833333333333332,21,Tuesday,2
4943,2019-03-19 19:19:53,2019-03-19 19:25:14,2,1.82,7.0,2.26,0.0,13.56,yellow,credit card,Sutton Place/Turtle Bay North,Upper East Side North,Manhattan,Manhattan,0 days 00:05:21,5.35,19,Tuesday,2
4944,2019-03-23 14:43:34,2019-03-23 15:03:22,2,3.36,15.0,3.66,0.0,21.96,yellow,credit card,Gramercy,Yorkville West,Manhattan,Manhattan,0 days 00:19:48,19.8,14,Saturday,6
4945,2019-03-25 10:11:59,2019-03-25 10:19:56,5,0.67,6.5,1.96,0.0,11.76,yellow,credit card,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:07:57,7.95,10,Monday,1
4946,2019-03-11 17:53:03,2019-03-11 18:06:24,2,1.97,10.5,2.96,0.0,17.76,yellow,credit card,Union Sq,Upper East Side South,Manhattan,Manhattan,0 days 00:13:21,13.35,17,Monday,1
4947,2019-03-24 07:07:03,2019-03-24 07:13:58,1,1.7,7.5,2.7,0.0,13.5,yellow,credit card,Penn Station/Madison Sq West,Central Park,Manhattan,Manhattan,0 days 00:06:55,6.916666666666667,7,Sunday,0
4948,2019-03-20 07:27:36,2019-03-20 07:56:17,1,8.98,27.27,0.0,0.0,27.57,yellow,credit card,Upper West Side North,Financial District North,Manhattan,Manhattan,0 days 00:28:41,28.683333333333334,7,Wednesday,3
4949,2019-03-01 21:08:12,2019-03-01 21:22:33,6,2.38,11.0,2.96,0.0,17.76,yellow,credit card,Times Sq/Theatre District,Gramercy,Manhattan,Manhattan,0 days 00:14:21,14.35,21,Friday,5
4950,2019-03-02 18:25:39,2019-03-02 18:49:09,1,2.55,15.5,4.7,0.0,23.5,yellow,credit card,Central Park,Penn Station/Madison Sq West,Manhattan,Manhattan,0 days 00:23:30,23.5,18,Saturday,6
4951,2019-03-22 20:29:21,2019-03-22 20:42:32,2,1.0,9.0,0.0,0.0,12.8,yellow,cash,East Chelsea,Midtown South,Manhattan,Manhattan,0 days 00:13:11,13.183333333333334,20,Friday,5
4952,2019-03-16 13:01:01,2019-03-16 13:11:43,1,1.78,9.0,0.0,0.0,12.3,yellow,cash,Times Sq/Theatre District,Lincoln Square West,Manhattan,Manhattan,0 days 00:10:42,10.7,13,Saturday,6
4953,2019-03-14 16:33:15,2019-03-14 17:13:13,1,4.5,25.0,5.86,0.0,35.16,yellow,credit card,East Chelsea,Brooklyn Heights,Manhattan,Brooklyn,0 days 00:39:58,39.96666666666667,16,Thursday,4
4954,2019-03-05 22:33:09,2019-03-05 22:45:36,1,1.9,9.5,3.3,0.0,16.6,yellow,credit card,Upper East Side South,Kips Bay,Manhattan,Manhattan,0 days 00:12:27,12.45,22,Tuesday,2
4956,2019-03-24 15:00:34,2019-03-24 15:03:47,2,0.4,4.0,1.46,0.0,8.76,yellow,credit card,TriBeCa/Civic Center,Seaport,Manhattan,Manhattan,0 days 00:03:13,3.216666666666667,15,Sunday,0
4957,2019-03-17 08:27:20,2019-03-17 08:32:02,1,1.1,6.0,1.0,0.0,10.3,yellow,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan,0 days 00:04:42,4.7,8,Sunday,0
4958,2019-03-26 19:41:00,2019-03-26 19:48:14,1,1.05,6.5,2.16,0.0,12.96,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan,0 days 00:07:14,7.233333333333333,19,Tuesday,2
4959,2019-03-26 09:41:18,2019-03-26 09:53:23,1,1.6,9.5,2.55,0.0,15.35,yellow,credit card,Midtown South,West Village,Manhattan,Manhattan,0 days 00:12:05,12.083333333333334,9,Tuesday,2
4960,2019-03-05 04:08:45,2019-03-05 04:21:34,1,4.5,14.5,3.0,0.0,21.3,yellow,credit card,Midtown East,Woodside,Manhattan,Queens,0 days 00:12:49,12.816666666666666,4,Tuesday,2
4961,2019-03-31 03:15:35,2019-03-31 03:30:07,1,3.66,14.0,0.0,0.0,17.8,yellow,cash,East Village,Clinton Hill,Manhattan,Brooklyn,0 days 00:14:32,14.533333333333333,3,Sunday,0
4962,2019-03-09 15:41:40,2019-03-09 15:56:57,1,2.54,12.5,3.16,0.0,18.96,yellow,credit card,Upper West Side South,Lenox Hill West,Manhattan,Manhattan,0 days 00:15:17,15.283333333333333,15,Saturday,6
4963,2019-03-01 11:15:33,2019-03-01 11:23:17,1,1.16,7.0,2.58,0.0,12.88,yellow,credit card,Greenwich Village North,Meatpacking/West Village West,Manhattan,Manhattan,0 days 00:07:44,7.733333333333333,11,Friday,5
4964,2019-03-20 13:17:37,2019-03-20 13:21:37,2,1.2,5.5,1.76,0.0,10.56,yellow,credit card,Clinton West,Clinton West,Manhattan,Manhattan,0 days 00:04:00,4.0,13,Wednesday,3
4965,2019-03-20 18:40:34,2019-03-20 18:46:22,1,0.9,6.0,2.55,0.0,12.85,yellow,credit card,Flatiron,Meatpacking/West Village West,Manhattan,Manhattan,0 days 00:05:48,5.8,18,Wednesday,3
4966,2019-03-19 07:12:56,2019-03-19 08:08:06,1,12.74,37.18,0.0,0.0,37.98,yellow,credit card,Soundview/Bruckner,East Chelsea,Bronx,Manhattan,0 days 00:55:10,55.166666666666664,7,Tuesday,2
4967,2019-03-23 16:23:27,2019-03-23 16:30:08,1,0.84,6.0,1.4,0.0,10.7,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan,0 days 00:06:41,6.683333333333334,16,Saturday,6
4968,2019-03-23 17:45:29,2019-03-23 18:06:28,1,2.66,14.5,3.56,0.0,21.36,yellow,credit card,East Chelsea,Upper West Side South,Manhattan,Manhattan,0 days 00:20:59,20.983333333333334,17,Saturday,6
4969,2019-03-04 20:33:58,2019-03-04 20:39:44,3,0.7,6.0,0.0,0.0,9.8,yellow,cash,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:05:46,5.766666666666667,20,Monday,1
4970,2019-03-15 19:58:06,2019-03-15 20:00:00,0,0.2,3.5,2.15,0.0,9.45,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan,0 days 00:01:54,1.9,19,Friday,5
4971,2019-03-14 21:32:14,2019-03-14 21:36:47,2,0.62,5.0,1.26,0.0,7.56,yellow,credit card,Morningside Heights,Bloomingdale,Manhattan,Manhattan,0 days 00:04:33,4.55,21,Thursday,4
4972,2019-03-02 20:52:08,2019-03-02 20:54:28,2,0.0,3.5,0.0,0.0,7.3,yellow,cash,Midtown South,Midtown South,Manhattan,Manhattan,0 days 00:02:20,2.3333333333333335,20,Saturday,6
4973,2019-03-18 10:23:22,2019-03-18 10:54:49,1,11.32,34.0,3.3,0.0,40.6,yellow,credit card,LaGuardia Airport,Chinatown,Queens,Manhattan,0 days 00:31:27,31.45,10,Monday,1
4974,2019-03-02 09:45:41,2019-03-02 09:56:49,1,2.5,10.0,0.0,0.0,13.3,yellow,cash,Central Harlem North,Upper East Side North,Manhattan,Manhattan,0 days 00:11:08,11.133333333333333,9,Saturday,6
4975,2019-03-08 12:25:11,2019-03-08 12:31:11,3,0.86,6.0,0.0,0.0,9.3,yellow,cash,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:06:00,6.0,12,Friday,5
4976,2019-03-01 19:08:31,2019-03-01 19:18:55,0,1.8,8.5,2.55,0.0,15.35,yellow,credit card,Sutton Place/Turtle Bay North,Yorkville East,Manhattan,Manhattan,0 days 00:10:24,10.4,19,Friday,5
4977,2019-03-12 09:40:25,2019-03-12 09:52:40,1,0.95,8.5,2.36,0.0,14.16,yellow,credit card,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan,0 days 00:12:15,12.25,9,Tuesday,2
4978,2019-03-06 09:35:34,2019-03-06 10:00:33,2,3.09,17.0,0.0,0.0,20.3,yellow,cash,Upper East Side North,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:24:59,24.983333333333334,9,Wednesday,3
4979,2019-03-31 17:51:34,2019-03-31 18:03:56,1,1.4,9.5,0.0,0.0,12.8,yellow,cash,Garment District,West Chelsea/Hudson Yards,Manhattan,Manhattan,0 days 00:12:22,12.366666666666667,17,Sunday,0
4980,2019-03-23 07:54:29,2019-03-23 07:57:13,5,1.17,5.0,1.0,0.0,9.3,yellow,credit card,Gramercy,Murray Hill,Manhattan,Manhattan,0 days 00:02:44,2.7333333333333334,7,Saturday,6
4981,2019-03-18 10:34:22,2019-03-18 10:57:23,1,5.9,21.5,2.0,0.0,26.8,yellow,credit card,Upper West Side North,Union Sq,Manhattan,Manhattan,0 days 00:23:01,23.016666666666666,10,Monday,1
4982,2019-03-12 15:17:52,2019-03-12 15:28:18,2,1.58,8.5,0.0,0.0,11.8,yellow,cash,Clinton East,Midtown North,Manhattan,Manhattan,0 days 00:10:26,10.433333333333334,15,Tuesday,2
4983,2019-03-18 20:39:17,2019-03-18 20:58:36,0,5.9,21.0,4.95,0.0,29.75,yellow,credit card,SoHo,Yorkville East,Manhattan,Manhattan,0 days 00:19:19,19.316666666666666,20,Monday,1
4984,2019-03-14 17:56:37,2019-03-14 17:59:53,1,0.5,4.5,1.2,0.0,10.0,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan,0 days 00:03:16,3.2666666666666666,17,Thursday,4
4985,2019-03-05 11:41:34,2019-03-05 12:12:45,1,4.03,21.5,2.5,0.0,27.3,yellow,credit card,Clinton West,Little Italy/NoLiTa,Manhattan,Manhattan,0 days 00:31:11,31.183333333333334,11,Tuesday,2
4986,2019-03-26 09:45:33,2019-03-26 09:51:28,2,0.6,5.5,2.2,0.0,11.0,yellow,credit card,Midtown East,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:05:55,5.916666666666667,9,Tuesday,2
4987,2019-03-17 21:30:51,2019-03-17 21:38:14,1,1.01,6.5,0.0,0.0,10.3,yellow,cash,Clinton East,Murray Hill,Manhattan,Manhattan,0 days 00:07:23,7.383333333333334,21,Sunday,0
4988,2019-03-12 07:56:17,2019-03-12 08:25:15,1,6.65,23.5,3.2,0.0,30.0,yellow,credit card,Battery Park City,Williamsburg (South Side),Manhattan,Brooklyn,0 days 00:28:58,28.966666666666665,7,Tuesday,2
4989,2019-03-16 11:39:52,2019-03-16 11:50:36,2,1.8,10.0,1.5,0.0,14.8,yellow,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan,0 days 00:10:44,10.733333333333333,11,Saturday,6
4990,2019-03-22 19:14:45,2019-03-22 19:34:11,3,8.0,24.0,0.0,0.0,25.8,yellow,cash,LaGuardia Airport,South Ozone Park,Queens,Queens,0 days 00:19:26,19.433333333333334,19,Friday,5
4991,2019-03-15 08:45:26,2019-03-15 09:02:19,4,1.15,11.0,2.86,0.0,17.16,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan,0 days 00:16:53,16.883333333333333,8,Friday,5
4992,2019-03-21 19:14:24,2019-03-21 19:39:09,1,7.66,25.5,7.45,0.0,37.25,yellow,credit card,Battery Park City,Upper East Side South,Manhattan,Manhattan,0 days 00:24:45,24.75,19,Thursday,4
4993,2019-03-10 13:41:46,2019-03-10 13:51:22,1,1.5,8.5,0.0,0.0,11.8,yellow,cash,West Chelsea/Hudson Yards,Meatpacking/West Village West,Manhattan,Manhattan,0 days 00:09:36,9.6,13,Sunday,0
4994,2019-03-10 11:10:41,2019-03-10 11:16:27,6,0.8,5.5,0.0,0.0,8.8,yellow,cash,Chinatown,Two Bridges/Seward Park,Manhattan,Manhattan,0 days 00:05:46,5.766666666666667,11,Sunday,0
4995,2019-03-07 00:03:56,2019-03-07 00:35:26,1,9.65,31.0,0.0,5.76,40.56,yellow,cash,LaGuardia Airport,Clinton East,Queens,Manhattan,0 days 00:31:30,31.5,0,Thursday,4
4996,2019-03-07 07:14:52,2019-03-07 07:49:33,1,10.9,35.0,11.45,0.0,49.75,yellow,credit card,Jackson Heights,TriBeCa/Civic Center,Queens,Manhattan,0 days 00:34:41,34.68333333333333,7,Thursday,4
4997,2019-03-16 11:04:35,2019-03-16 11:40:25,5,6.31,26.0,3.0,0.0,32.3,yellow,credit card,TriBeCa/Civic Center,Upper East Side North,Manhattan,Manhattan,0 days 00:35:50,35.833333333333336,11,Saturday,6
4998,2019-03-10 11:10:11,2019-03-10 11:22:21,1,1.8,9.0,0.0,0.0,12.3,yellow,cash,Midtown South,Meatpacking/West Village West,Manhattan,Manhattan,0 days 00:12:10,12.166666666666666,11,Sunday,0
4999,2019-03-22 19:45:40,2019-03-22 19:58:07,1,3.5,14.0,4.8,5.76,28.86,yellow,credit card,Battery Park City,Carroll Gardens,Manhattan,Brooklyn,0 days 00:12:27,12.45,19,Friday,5
5000,2019-03-07 07:20:36,2019-03-07 07:29:16,1,1.14,7.0,0.0,0.0,10.3,yellow,cash,Murray Hill,Midtown East,Manhattan,Manhattan,0 days 00:08:40,8.666666666666666,7,Thursday,4
5001,2019-03-12 08:04:04,2019-03-12 08:21:25,1,1.9,12.5,0.79,0.0,16.59,yellow,credit card,Gramercy,Midtown Center,Manhattan,Manhattan,0 days 00:17:21,17.35,8,Tuesday,2
5002,2019-03-16 18:45:07,2019-03-16 18:51:45,1,0.86,6.0,1.0,0.0,10.3,yellow,credit card,SoHo,Greenwich Village North,Manhattan,Manhattan,0 days 00:06:38,6.633333333333334,18,Saturday,6
5003,2019-03-17 19:00:29,2019-03-17 19:03:33,1,0.5,4.5,2.34,0.0,10.14,yellow,credit card,Gramercy,Gramercy,Manhattan,Manhattan,0 days 00:03:04,3.066666666666667,19,Sunday,0
5004,2019-03-29 15:55:47,2019-03-29 16:11:40,2,2.2,11.0,3.0,0.0,17.3,yellow,credit card,Meatpacking/West Village West,East Village,Manhattan,Manhattan,0 days 00:15:53,15.883333333333333,15,Friday,5
5005,2019-03-14 17:14:32,2019-03-14 17:40:34,3,2.53,16.0,5.08,0.0,25.38,yellow,credit card,Greenwich Village South,Clinton East,Manhattan,Manhattan,0 days 00:26:02,26.033333333333335,17,Thursday,4
5006,2019-03-10 04:11:28,2019-03-10 04:17:21,1,0.93,6.0,2.45,0.0,12.25,yellow,credit card,West Chelsea/Hudson Yards,East Chelsea,Manhattan,Manhattan,0 days 00:05:53,5.883333333333334,4,Sunday,0
5007,2019-03-16 00:26:01,2019-03-16 00:36:55,1,2.64,10.5,2.08,0.0,13.88,yellow,credit card,LaGuardia Airport,Woodside,Queens,Queens,0 days 00:10:54,10.9,0,Saturday,6
5008,2019-03-29 16:35:47,2019-03-29 16:39:17,1,0.36,4.5,0.0,0.0,8.8,yellow,cash,Midtown South,Murray Hill,Manhattan,Manhattan,0 days 00:03:30,3.5,16,Friday,5
5009,2019-03-09 11:23:41,2019-03-09 11:38:36,5,1.78,10.5,2.76,0.0,16.56,yellow,credit card,Flatiron,Midtown East,Manhattan,Manhattan,0 days 00:14:55,14.916666666666666,11,Saturday,6
5010,2019-03-15 20:16:05,2019-03-15 20:30:58,1,2.4,11.5,1.7,0.0,17.0,yellow,credit card,Times Sq/Theatre District,Lenox Hill West,Manhattan,Manhattan,0 days 00:14:53,14.883333333333333,20,Friday,5
5011,2019-03-06 22:33:51,2019-03-06 22:37:41,1,0.9,5.0,1.75,0.0,10.55,yellow,credit card,Gramercy,Kips Bay,Manhattan,Manhattan,0 days 00:03:50,3.8333333333333335,22,Wednesday,3
5012,2019-03-29 09:26:43,2019-03-29 09:35:34,1,1.4,7.5,0.0,0.0,10.8,yellow,cash,Lincoln Square East,Upper East Side South,Manhattan,Manhattan,0 days 00:08:51,8.85,9,Friday,5
5013,2019-03-28 13:59:37,2019-03-28 14:29:31,1,7.3,27.5,0.0,0.0,28.3,yellow,cash,JFK Airport,Cypress Hills,Queens,Brooklyn,0 days 00:29:54,29.9,13,Thursday,4
5014,2019-03-28 18:49:50,2019-03-28 19:41:04,5,21.51,52.0,0.0,5.76,65.56,yellow,cash,JFK Airport,World Trade Center,Queens,Manhattan,0 days 00:51:14,51.233333333333334,18,Thursday,4
5015,2019-03-28 19:12:08,2019-03-28 19:17:10,1,0.87,5.5,1.96,0.0,11.76,yellow,credit card,Kips Bay,Gramercy,Manhattan,Manhattan,0 days 00:05:02,5.033333333333333,19,Thursday,4
5016,2019-03-30 14:27:42,2019-03-30 14:32:14,1,0.9,5.5,0.0,0.0,8.8,yellow,cash,Little Italy/NoLiTa,World Trade Center,Manhattan,Manhattan,0 days 00:04:32,4.533333333333333,14,Saturday,6
5017,2019-03-11 21:32:20,2019-03-11 21:40:59,2,1.7,8.5,2.0,0.0,14.3,yellow,credit card,Upper East Side North,Upper West Side North,Manhattan,Manhattan,0 days 00:08:39,8.65,21,Monday,1
5018,2019-03-22 19:04:27,2019-03-22 19:17:39,1,2.3,11.5,1.58,0.0,17.38,yellow,credit card,World Trade Center,Greenwich Village North,Manhattan,Manhattan,0 days 00:13:12,13.2,19,Friday,5
5019,2019-03-20 07:25:46,2019-03-20 07:30:34,1,0.8,5.0,2.05,0.0,10.35,yellow,credit card,Penn Station/Madison Sq West,East Chelsea,Manhattan,Manhattan,0 days 00:04:48,4.8,7,Wednesday,3
5020,2019-03-07 18:59:34,2019-03-07 19:06:47,5,1.09,6.5,2.16,0.0,12.96,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan,0 days 00:07:13,7.216666666666667,18,Thursday,4
5021,2019-03-01 08:24:40,2019-03-01 08:49:35,1,2.84,17.0,1.02,0.0,21.32,yellow,credit card,Clinton East,East Harlem South,Manhattan,Manhattan,0 days 00:24:55,24.916666666666668,8,Friday,5
5022,2019-03-02 13:56:42,2019-03-02 14:17:46,1,7.7,23.5,4.85,0.0,29.15,yellow,credit card,LaGuardia Airport,Williamsburg (North Side),Queens,Brooklyn,0 days 00:21:04,21.066666666666666,13,Saturday,6
5023,2019-03-17 00:44:19,2019-03-17 00:50:58,1,1.59,7.5,2.26,0.0,13.56,yellow,credit card,Midtown Center,Upper West Side South,Manhattan,Manhattan,0 days 00:06:39,6.65,0,Sunday,0
5024,2019-03-14 06:39:38,2019-03-14 06:45:38,1,1.6,7.5,2.15,0.0,12.95,yellow,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan,0 days 00:06:00,6.0,6,Thursday,4
5025,2019-03-02 16:02:23,2019-03-02 16:18:23,1,3.21,13.0,4.08,0.0,20.38,yellow,credit card,Lincoln Square East,Meatpacking/West Village West,Manhattan,Manhattan,0 days 00:16:00,16.0,16,Saturday,6
5026,2019-03-25 08:30:40,2019-03-25 08:46:16,1,2.91,13.5,0.0,0.0,16.8,yellow,cash,Upper East Side North,Morningside Heights,Manhattan,Manhattan,0 days 00:15:36,15.6,8,Monday,1
5027,2019-03-10 22:57:15,2019-03-10 23:09:58,1,2.21,10.5,0.0,0.0,14.3,yellow,cash,West Village,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:12:43,12.716666666666667,22,Sunday,0
5028,2019-03-16 08:18:41,2019-03-16 08:26:45,1,1.71,8.5,2.36,0.0,14.16,yellow,credit card,Bloomingdale,Central Park,Manhattan,Manhattan,0 days 00:08:04,8.066666666666666,8,Saturday,6
5029,2019-03-21 06:51:40,2019-03-21 07:07:11,1,3.39,14.0,2.75,0.0,20.05,yellow,credit card,Central Park,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:15:31,15.516666666666667,6,Thursday,4
5030,2019-03-27 20:33:17,2019-03-27 21:18:34,1,20.1,52.0,12.2,5.76,73.26,yellow,credit card,Upper West Side North,JFK Airport,Manhattan,Queens,0 days 00:45:17,45.28333333333333,20,Wednesday,3
5031,2019-03-28 18:30:44,2019-03-28 18:41:48,3,0.84,8.0,0.0,0.0,12.3,yellow,credit card,Times Sq/Theatre District,Garment District,Manhattan,Manhattan,0 days 00:11:04,11.066666666666666,18,Thursday,4
5032,2019-03-24 02:34:09,2019-03-24 02:43:32,2,1.5,8.0,2.35,0.0,14.15,yellow,credit card,East Village,Meatpacking/West Village West,Manhattan,Manhattan,0 days 00:09:23,9.383333333333333,2,Sunday,0
5033,2019-03-01 22:07:17,2019-03-01 22:40:15,1,5.2,22.5,6.55,0.0,32.85,yellow,credit card,Central Park,Financial District North,Manhattan,Manhattan,0 days 00:32:58,32.96666666666667,22,Friday,5
5034,2019-03-31 14:09:36,2019-03-31 14:22:21,1,3.06,11.5,2.96,0.0,17.76,yellow,credit card,Lincoln Square East,Morningside Heights,Manhattan,Manhattan,0 days 00:12:45,12.75,14,Sunday,0
5035,2019-03-08 02:29:36,2019-03-08 02:42:44,1,2.58,11.5,3.06,0.0,18.36,yellow,credit card,East Chelsea,Alphabet City,Manhattan,Manhattan,0 days 00:13:08,13.133333333333333,2,Friday,5
5036,2019-03-29 10:00:02,2019-03-29 10:19:35,1,1.3,12.5,0.0,0.0,15.8,yellow,cash,Clinton East,Midtown East,Manhattan,Manhattan,0 days 00:19:33,19.55,10,Friday,5
5037,2019-03-11 10:45:35,2019-03-11 10:59:23,1,1.19,9.5,2.56,0.0,15.36,yellow,credit card,Lenox Hill West,Midtown East,Manhattan,Manhattan,0 days 00:13:48,13.8,10,Monday,1
5038,2019-03-27 21:37:43,2019-03-27 22:01:54,1,4.62,18.5,4.46,0.0,26.76,yellow,credit card,Upper West Side South,Greenwich Village South,Manhattan,Manhattan,0 days 00:24:11,24.183333333333334,21,Wednesday,3
5039,2019-03-07 13:22:35,2019-03-07 13:27:00,1,0.66,5.0,0.0,0.0,5.8,yellow,cash,Manhattan Valley,Manhattan Valley,Manhattan,Manhattan,0 days 00:04:25,4.416666666666667,13,Thursday,4
5040,2019-03-15 22:54:56,2019-03-15 23:04:47,1,1.77,8.5,2.46,0.0,14.76,yellow,credit card,World Trade Center,Two Bridges/Seward Park,Manhattan,Manhattan,0 days 00:09:51,9.85,22,Friday,5
5041,2019-03-20 20:58:27,2019-03-20 21:10:04,1,3.5,12.5,3.0,0.0,19.3,yellow,credit card,Kips Bay,Long Island City/Queens Plaza,Manhattan,Queens,0 days 00:11:37,11.616666666666667,20,Wednesday,3
5042,2019-03-01 11:39:14,2019-03-01 11:51:17,1,1.0,8.5,1.0,0.0,12.8,yellow,credit card,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan,0 days 00:12:03,12.05,11,Friday,5
5043,2019-03-10 12:48:24,2019-03-10 13:08:45,1,4.25,17.5,2.0,0.0,22.8,yellow,credit card,Yorkville East,Midtown South,Manhattan,Manhattan,0 days 00:20:21,20.35,12,Sunday,0
5044,2019-03-25 11:35:08,2019-03-25 12:01:14,1,4.79,20.0,2.33,0.0,25.63,yellow,credit card,Penn Station/Madison Sq West,Boerum Hill,Manhattan,Brooklyn,0 days 00:26:06,26.1,11,Monday,1
5045,2019-03-02 08:50:57,2019-03-02 08:57:06,1,0.9,6.0,0.0,0.0,9.3,yellow,cash,Midtown East,Midtown Center,Manhattan,Manhattan,0 days 00:06:09,6.15,8,Saturday,6
5047,2019-03-12 15:22:34,2019-03-12 15:45:02,5,5.3,20.0,3.0,0.0,26.3,yellow,credit card,TriBeCa/Civic Center,Upper West Side South,Manhattan,Manhattan,0 days 00:22:28,22.466666666666665,15,Tuesday,2
5048,2019-03-14 09:25:59,2019-03-14 09:42:53,1,1.75,11.5,3.7,0.0,18.5,yellow,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan,0 days 00:16:54,16.9,9,Thursday,4
5049,2019-03-19 11:45:09,2019-03-19 12:16:02,1,4.55,22.0,0.0,0.0,25.3,yellow,cash,Garment District,TriBeCa/Civic Center,Manhattan,Manhattan,0 days 00:30:53,30.883333333333333,11,Tuesday,2
